"Crude Name","Acronym","Date","Batch #","Location","Density (kg/m^3)","Gravity (deg. API)","Sulphur (wt%)","MCR (wt%)","Sediment (ppmw)","TAN (mgKOH/g)","Salt (ptb)","Nickel (mg/kg)","Vanadium (mg/kg)","C3- (vol%)","Butanes (vol%)","Pentanes (vol%)","Hexanes (vol%)","Heptanes (vol%)","Octanes (vol%)","Nonanes (vol%)","Decanes (vol%)","Benzene (vol%)","Toluene (vol%)","Ethyl Benzene (vol%)","Xylenes (vol%)","C3- (mass%)","Butanes (mass%)","Pentanes (mass%)","Hexanes (mass%)","Heptanes (mass%)","Octanes (mass%)","Nonanes (mass%)","Decanes (mass%)","Benzene (mass%)","Toluene (mass%)","Ethyl Benzene (mass%)","Xylenes (mass%)","5% Off (deg. C)","10% Off (deg. C)","20% Off (deg. C)","30% Off (deg. C)","40% Off (deg. C)","50% Off (deg. C)","60% Off (deg. C)","70% Off (deg. C)","80% Off (deg. C)","90% Off (deg. C)","95% Off (deg. C)","99% Off (deg. C)","100% Off (deg. C)"
"Midale","MSM","2016-01-12","MSM-002","Cromer","870.2","31","2.14","5.1","119.7","0.21","11.9","13","25","0.24","1.31","2.53","5.44","5.67","6.22","5.54","3.04","0.78","1.08","0.61","0.64","0.14","0.88","1.83","4.15","4.48","5.05","4.59","2.56","0.79","1.08","0.61","0.64","","","","","","","","","","","","",""
"Midale","MSM","2015-10-01","MSM-665","Cromer","875.3","30","2.34","5.2","247","ND","7.4","14","27","0.31","1.5","2.61","5.41","5.63","6.12","4.99","2.04","0.76","1","0.56","0.52","0.18","1","1.87","4.1","4.42","4.94","4.11","1.71","0.77","1","0.56","0.52","67.4","86.5","147.5","214.2","272.7","331.2","393.8","457.6","535.8","649.6","","",""
"Midale","MSM","2015-07-04","MSM-041","Cromer","866.3","31.7","2.04","4.9","176.9","0.12","3.8","17","33","0.51","1.87","2.93","5.9","6.07","6.51","5.02","2.23","0.73","1.09","0.61","0.69","0.29","1.26","2.13","4.52","4.82","5.31","4.18","1.89","0.74","1.1","0.61","0.69","","","","","","","","","","","","",""
"Midale","MSM","2015-05-18","MSM-031","Cromer","873.6","30.3","2.32","5.3","","ND","","14","28","0.33","1.47","2.72","5.39","5.57","5.95","4.74","2.13","0.71","0.95","0.53","0.48","0.19","0.98","1.96","4.09","4.38","4.81","3.92","1.79","0.72","0.95","0.53","0.48","68.1","102.5","163.1","226.1","283.9","340.6","401.7","465","542.2","653.6","","",""
"Midale","MSM","2015-03-01","MSM-015","Cromer","871.6","30.7","2.11","5.1","","","","15","29","0.38","1.55","2.43","5.43","5.66","6.29","5.41","2.58","0.76","1.02","0.6","0.57","0.22","1.04","1.75","4.13","4.47","5.1","4.48","2.17","0.77","1.02","0.6","0.57","65.8","102.7","165.1","219.8","278.1","338.8","402.8","469.6","555.1","695.4","","",""
"Midale","MSM","2015-01-02","MSM-001","Cromer","873.7","30.3","2.35","5.4","48.8","0.12","44.9","19","34","0.46","1.75","2.45","5.16","5.29","5.63","4.66","2.05","0.72","0.88","0.47","0.34","0.26","1.17","1.76","3.92","4.16","4.55","3.85","1.72","0.73","0.88","0.47","0.34","","","","","","","","","","","","",""
"Midale","MSM","2014-12-07","MSM-092","Cromer","874.3","30.2","2.28","5.4","","0.21","","17","30","0.5","1.81","2.62","5.67","5.86","6.1","4.53","2.17","0.83","1.1","0.6","0.6","0.28","1.21","1.88","4.3","4.61","4.93","3.74","1.82","0.84","1.1","0.6","0.6","77.2","106","170.7","233.9","291.5","348.7","408.7","471.4","549.8","665.3","","",""
"Midale","MSM","2014-10-29","MSM-181","Cromer","877.8","29.6","2.26","5.3","","0.23","","15","28","0.42","1.28","2.21","5.2","5.59","6.01","4.79","2.09","0.73","1.03","0.58","0.56","0.24","0.85","1.58","3.93","4.38","4.83","3.93","1.75","0.73","1.02","0.58","0.55","","","","","","","","","","","","",""
"Midale","MSM","2014-09-29","MSM-072","Cromer","876.7","29.8","2.26","5.1","","0.2","","15","27","0.37","1.59","2.37","5.27","5.61","6.03","4.8","2.09","0.74","1.03","0.58","0.55","0.21","1.06","1.7","3.99","4.4","4.86","3.95","1.75","0.75","1.02","0.58","0.54","71.1","102.1","171.1","238.2","300.7","363.2","428.2","498.2","595","","","",""
"Midale","MSM","2014-07-28","MSM-055","Cromer","875.9","29.9","2.37","5.5","","0.17","","17","31","0.33","1.38","2.25","5.32","5.71","6.19","4.74","2.44","0.82","1.1","0.61","0.6","0.19","0.92","1.61","4.03","4.48","4.99","3.9","2.04","0.83","1.09","0.61","0.59","74.6","112.1","175.6","236.2","295","353.3","414.7","480.6","565.6","700.3","","",""
"Midale","MSM","2014-06-03","MSM-045","Cromer","870","31","2.2","5.2","","0.18","","22","40","0.5","1.68","2.6","5.67","6.06","6.6","4.94","2.28","0.79","1.08","0.63","0.71","0.28","1.13","1.88","4.32","4.79","5.36","4.09","1.92","0.8","1.08","0.63","0.71","","","","","","","","","","","","",""
"Midale","MSM","2014-05-20","MSM-039","Cromer","876.4","29.8","2.37","5.5","439.2","0.19","10.1","20","36","0.35","1.51","2.41","5.52","5.7","6.05","4.4","2.04","0.84","1.1","0.62","0.62","0.2","1.01","1.73","4.18","4.47","4.88","3.62","1.71","0.85","1.09","0.62","0.61","","","","","","","","","","","","",""
"Midale","MSM","2014-04-06","MSM-029","Cromer","874.1","30.2","2.23","5.4","429.1","0.18","16.4","18","31","0.38","1.69","2.76","5.67","5.63","5.83","4.65","2.24","0.81","1.05","0.57","0.56","0.22","1.13","1.98","4.3","4.43","4.71","3.84","1.88","0.82","1.05","0.57","0.56","74.4","98.4","146.2","207.3","268.5","330","392.8","462.8","545.8","665.6","","",""
"Midale","MSM","2014-03-12","MSM-021","Cromer","875.2","30","2.43","6","","","","25","51","0.33","1.55","4.34","6.03","5.55","5.35","3.82","1.6","0.73","0.98","0.5","0.52","0.19","1.03","3.12","4.57","4.36","4.32","3.15","1.34","0.74","0.98","0.5","0.52","","","","","","","","","","","","",""
"Midale","MSM","2014-02-02","MSM-009","Cromer","874","30.3","2.24","5.3","652","0.12","15.6","19","34","0.4","1.44","2.3","5.22","5.4","5.51","3.97","1.72","0.75","0.99","0.53","0.53","0.23","0.96","1.65","3.96","4.25","4.45","3.28","1.44","0.76","0.99","0.53","0.53","72.8","90","148.1","214.1","273.4","332.4","396","460.7","539.4","657.6","","",""
"Midale","MSM","2014-01-03","MSM-002","Cromer","879.1","29.3","2.4","5.5","","","","24","46","0.4","1.29","2.28","5.47","5.7","5.99","4.36","2.05","0.85","1.13","0.62","0.59","0.23","0.86","1.63","4.13","4.46","4.81","3.58","1.71","0.85","1.12","0.61","0.58","","","","","","","","","","","","",""
"Midale","MSM","2013-12-03","MSM-023","Cromer","877.8","29.6","2.19","5.7","","0.17","","21","39","0.48","1.49","2.47","5.6","5.59","5.65","3.89","1.82","0.84","1.07","0.56","0.58","0.27","0.99","1.77","4.23","4.38","4.54","3.2","1.52","0.85","1.06","0.56","0.57","","","","","","","","","","","","",""
"Midale","MSM","2013-11-25","MSM-019","Cromer","874.4","30.2","2.22","5.2","","","","18","32","0.33","1.33","2.22","4.97","5.14","5.52","5.07","2.64","0.7","0.9","0.49","0.5","0.19","0.89","1.6","3.77","4.04","4.46","4.18","2.21","0.71","0.9","0.49","0.5","","","","","","","","","","","","",""
"Midale","MSM","2013-10-07","MSM-008","Cromer","875.8","29.9","2.22","5.5","564","0.15","5.6","18","31","0.3","1.34","2.28","5.21","5.5","5.89","4.87","2.15","0.74","1","0.55","0.53","0.17","0.89","1.64","3.94","4.31","4.75","4.01","1.8","0.75","0.99","0.55","0.52","82.6","99.9","135.6","198.8","261.5","318.6","375.6","438","517.6","615.1","681.5","",""
"Midale","MSM","2013-08-18","MSM-134","Cromer","877.1","29.7","2.31","5.4","475","0.2","74.1","14","27","0.28","1.2","2.05","4.94","5.17","5.45","3.94","1.94","0.77","1.04","0.56","0.58","0.16","0.8","1.47","3.74","4.05","4.39","3.24","1.62","0.78","1.03","0.56","0.57","76.5","99.3","161.6","228.5","288.4","347.6","409.8","473.6","555.8","675.7","","",""
"Midale","MSM","2013-07-07","MSM-047","Cromer","877","29.7","2.31","5.4","","","","15","28","0.33","1.46","2.39","5.53","5.95","6.61","5.24","2.58","0.86","1.21","0.69","0.73","0.19","0.97","1.71","4.18","4.66","5.32","4.31","2.16","0.87","1.2","0.69","0.72","","","","","","","","","","","","",""
"Midale","MSM","2013-06-04","MSM-037","Cromer","879","29.3","2.08","5.2","","0.19","","19","36","0.38","1.24","2.11","4.94","4.97","5.1","3.69","1.75","0.77","0.97","0.51","0.51","0.22","0.82","1.51","3.73","3.89","4.1","3.03","1.46","0.77","0.96","0.51","0.5","","","","","","","","","","","","",""
"Midale","MSM","2013-05-11","MSM-027","Cromer","877.4","29.6","2.27","5.3","","","","21","39","0.28","1","1.86","4.58","4.81","5.04","3.86","1.81","0.7","0.93","0.51","0.51","0.16","0.67","1.33","3.46","3.77","4.06","3.17","1.51","0.71","0.92","0.51","0.5","","","","","","","","","","","","",""
"Midale","MSM","2013-04-07","MSM-019","Cromer","876.3","29.8","2.22","5.2","395.6","0.19","83","14","25","0.19","0.91","1.86","5.27","5.94","6.74","6.35","3.56","0.89","1.26","0.73","0.71","0.11","0.61","1.33","3.99","4.66","5.43","5.23","2.98","0.9","1.25","0.73","0.7","87","108.1","164.4","218.3","279.2","338.5","401.5","466.2","544.8","663.8","","",""
"Midale","MSM","2013-03-19","MSM-015","Cromer","876.8","29.7","2.32","5","","","","19","39","0.25","0.9","1.82","5.26","6.16","7.08","6.28","3.36","0.88","1.28","0.75","0.77","0.14","0.6","1.3","3.98","4.83","5.7","5.16","2.81","0.89","1.27","0.74","0.76","","","","","","","","","","","","",""
"Midale","MSM","2013-02-09","MSM-008","Cromer","877.6","29.6","2.33","5.2","497.7","0.19","123.1","13","28","0.38","1.26","2.19","5.33","5.53","5.8","4.65","2.27","0.83","1.09","0.59","0.58","0.22","0.84","1.57","4.03","4.33","4.67","3.82","1.9","0.84","1.08","0.59","0.57","82.8","96.9","130.9","190.3","252.3","311","371.1","433.4","502.2","597.4","662.9","",""
"Midale","MSM","2013-01-13","MSM-002","Cromer","877.1","29.7","2.38","5","","","","14","27","0.35","1.18","2.09","5.17","5.6","6.25","5.36","2.86","0.8","1.11","0.64","0.68","0.2","0.79","1.5","3.91","4.39","5.03","4.41","2.39","0.81","1.1","0.64","0.67","","","","","","","","","","","","",""
"Midale","MSM","2012-12-16","MSM-722","Cromer","876.2","29.9","2.49","5.5","","0.37","","18","38","0.28","1.34","3.57","5.68","5.58","5.76","4.91","2.31","0.7","0.97","0.53","0.56","0.16","0.89","2.56","4.3","4.38","4.64","4.04","1.93","0.71","0.96","0.53","0.55","","","","","","","","","","","","",""
"Midale","MSM","2012-11-19","MSM-716","Cromer","875.2","30","2.27","5.3","","","","13","24","0.33","1.13","1.95","5.03","5.23","5.59","4.83","2.49","0.9","1.11","0.59","0.57","0.19","0.75","1.4","3.81","4.11","4.51","3.98","2.09","0.91","1.1","0.59","0.56","","","","","","","","","","","","",""
"Midale","MSM","2012-10-30","MSM-712","Cromer","877.7","29.6","2.07","5.4","486.1","0.18","93.6","12","23","0.28","1.11","2.1","5.37","5.36","5.72","3.5","2.29","0.84","1.05","0.51","0.72","0.16","0.74","1.5","4.06","4.2","4.6","2.87","1.91","0.85","1.04","0.51","0.71","80.3","108.6","169.6","231.5","292","351.4","414","478.8","561.8","689","","",""
"Midale","MSM","2012-09-08","MSM-701","Cromer","876.5","29.8","2.26","5.4","","","","14","27","0.17","0.82","1.94","5.02","5.78","6.48","5.27","3.08","0.74","1.12","0.66","0.66","0.1","0.55","1.39","3.8","4.53","5.22","4.34","2.58","0.75","1.11","0.66","0.65","79","100","161.7","221","282.6","341.7","403.7","467.8","546.3","661.1","","",""
"Midale","MSM","2012-08-07","MSM-693","Cromer","877","29.7","2.3","5.4","","0.21","","17","33","0.3","1.29","2.65","5.25","4.66","5.87","4.73","2.55","0.71","1","0.57","0.59","0.17","0.86","1.9","3.97","3.65","4.73","3.89","2.13","0.72","0.99","0.57","0.58","","","","","","","","","","","","",""
"Midale","MSM","2012-07-14","MSM-688","Cromer","878.2","29.5","2.38","5.7","215.1","","79.4","21","46","0.24","1.41","2.97","5.49","5.54","5.74","4.38","2.08","0.71","0.98","0.54","0.55","0.14","0.94","2.13","4.15","4.34","4.62","3.6","1.74","0.71","0.97","0.54","0.54","","","","","","","","","","","","",""
"Midale","MSM","2012-06-18","MSM-679","Cromer","878.2","29.5","2.49","5.9","","0.38","","21","52","0.35","1.79","3.3","5.63","5.6","5.87","4.49","2.23","0.69","0.93","0.53","0.57","0.2","1.19","2.36","4.25","4.38","4.72","3.69","1.86","0.69","0.92","0.53","0.56","","","","","","","","","","","","",""
"Midale","MSM","2012-05-14","MSM-255","Cromer","878.8","29.4","2.35","5.5","","","","15","32","0.28","1.19","2.13","5.09","5.54","5.96","4.84","2.6","0.76","1.04","0.6","0.57","0.16","0.79","1.52","3.84","4.33","4.79","3.97","2.17","0.76","1.03","0.59","0.56","","","","","","","","","","","","",""
"Midale","MSM","2012-04-12","MSM-224","Cromer","874.1","30.2","2.3","5.2","166.2","0.26","86.7","13","26","0.24","1.02","1.92","5.26","6.1","7.03","5.83","3.43","0.84","1.19","0.7","0.71","0.14","0.68","1.38","3.99","4.8","5.68","4.81","2.88","0.85","1.19","0.7","0.7","77.1","100.9","157.3","209.8","269.2","328.8","392.7","458.2","536.2","650.6","","",""
"Midale","MSM","2012-03-19","MSM-200","Cromer","874.6","30.1","2.24","5.5","","","","14","24","0.37","1.3","2.23","5.44","5.92","6.55","4.98","2.65","0.82","1.12","0.66","0.69","0.21","0.87","1.6","4.13","4.65","5.29","4.11","2.22","0.83","1.12","0.66","0.68","73.1","99","158.9","222.6","282.2","341.1","403.1","467.9","549.3","671.9","","",""
"Midale","MSM","2012-02-02","MSM-155","Cromer","873.8","30.3","2.23","5.3","","0.24","","14","26","0.21","0.76","1.62","5.15","6.5","7.93","7.23","3.87","0.83","1.34","0.83","0.93","0.12","0.51","1.16","3.91","5.11","6.41","5.97","3.25","0.84","1.34","0.83","0.92","","","","","","","","","","","","",""
"Midale","MSM","2012-01-14","MSM-136","Cromer","874.8","30.1","2.29","5.4","69.2","","93.8","16","31","0.35","1.26","2.2","5.25","5.59","5.97","4.96","2.51","0.79","1.06","0.6","0.59","0.2","0.84","1.58","3.98","4.39","4.82","4.09","2.1","0.8","1.06","0.6","0.58","","","","","","","","","","","","",""
"Midale","MSM","2011-12-03","MSM-101","Cromer","874.6","30.1","2.26","6","","0.16","","13","25","0.38","1.31","2.27","5.3","5.64","6.12","5.32","2.62","0.79","1.07","0.61","0.65","0.22","0.88","1.63","4.02","4.43","4.94","4.39","2.2","0.8","1.07","0.61","0.64","72.2","101","158.7","213","270.4","327.8","389.1","452","526.3","634","715","",""
"Midale","MSM","2011-11-05","MSM-082","Cromer","872.6","30.5","2.28","5.2","544.3","","7.4","13","26","0.3","1.08","2.18","5.52","6.35","7.26","6.22","3.05","0.83","1.21","0.73","0.8","0.17","0.72","1.57","4.2","5","5.88","5.14","2.56","0.84","1.21","0.73","0.8","","","","","","","","","","","","",""
"Midale","MSM","2011-10-09","MSM-062","Cromer","875.9","29.9","2.29","5.4","","0.24","","15","28","0.19","0.8","1.63","4.78","5.73","6.67","5.85","2.88","0.74","1.13","0.67","0.73","0.11","0.53","1.17","3.62","4.5","5.38","4.82","2.41","0.75","1.12","0.67","0.72","","","","","","","","","","","","",""
"Midale","MSM","2011-09-10","MSM-037","Cromer","876.4","29.8","2.27","5.3","","","","17","32","0.26","1.01","1.89","5.03","5.7","6.5","5.73","2.98","0.75","1.08","0.65","0.69","0.15","0.67","1.36","3.81","4.47","5.24","4.72","2.49","0.76","1.07","0.65","0.68","87","117.9","177.8","235.1","293.5","351.8","412.7","477.1","561.9","684.7","","",""
"Midale","MSM","2011-08-08","MSM-005","Cromer","877.7","29.6","2.3","5.5","58","0.13","36.5","16","31","0.31","1.14","1.92","4.67","5.01","5.49","4.66","2.31","0.71","0.98","0.56","0.61","0.18","0.76","1.38","3.53","3.93","4.42","3.83","1.93","0.72","0.97","0.56","0.6","","","","","","","","","","","","",""
"Midale","MSM","2011-07-22","MSM-455","Cromer","879.6","29.2","2.42","5.3","","","","15","28","0.35","1.25","2.09","5.1","5.48","5.94","4.58","2.08","0.78","1.05","0.63","0.65","0.2","0.83","1.49","3.85","4.28","4.77","3.76","1.73","0.78","1.04","0.62","0.64","","","","","","","","","","","","",""
"Midale","MSM","2011-06-04","MSM-442","Cromer","878.3","29.5","2.34","5.6","","0.18","","14","23","0.19","0.93","1.83","4.54","4.92","5.36","4.49","2.41","0.69","0.94","0.54","0.54","0.11","0.62","1.31","3.43","3.85","4.31","3.69","2.01","0.69","0.93","0.54","0.53","75","108.8","172.9","232","291.8","351.2","413.7","478.4","561.6","685.4","","",""
"Midale","MSM","2011-05-16","MSM-437","Cromer","874.3","30.2","2.13","5.3","287","","68.3","13","26","0.17","1.03","2.25","5.25","5.51","6.07","4.93","2.6","0.76","1.05","0.62","0.67","0.1","0.69","1.62","3.98","4.33","4.9","4.07","2.18","0.77","1.05","0.62","0.66","","","","","","","","","","","","",""
"Midale","MSM","2011-04-25","MSM-431","Cromer","873.4","30.4","2.27","4.9","","0.2","","14","26","0.26","0.95","1.69","4.32","4.83","5.38","4.58","2.44","0.65","0.92","0.55","0.52","0.15","0.64","1.22","3.28","3.8","4.35","3.78","2.05","0.66","0.92","0.55","0.52","","","","","","","","","","","","",""
"Midale","MSM","2011-03-03","MSM-413","Cromer","874.8","30.1","2.23","5.3","","","","15","26","0.33","1.26","2.16","5.33","5.75","6.2","5.11","2.4","0.78","1.08","0.62","0.61","0.19","0.84","1.55","4.04","4.52","5.01","4.22","2.01","0.79","1.08","0.62","0.61","78.4","111","175.8","235.7","294.5","353.8","415.3","482.4","569.1","703","","",""
